Query,ID,Paper,Link,ID,Dupe?,Source
Speech,510,Synthesizing Soundscapes: Leveraging Text-to-Audio Models for Environmental Sound Classification,https://arxiv.org/abs/2403.17864,510,#N/A,arXiv
Speech,697,Toward Practical Automatic Speech Recognition and Post-Processing: a Call for Explainable Error Benchmark Guideline,https://arxiv.org/abs/2401.14625,697,#N/A,arXiv
Speech,476,Towards a Fully Interpretable and More Scalable RSA Model for Metaphor Understanding,https://arxiv.org/abs/2404.02983,476,#N/A,arXiv
Speech,501,Towards Multimodal Video Paragraph Captioning Models Robust to Missing Modality,https://arxiv.org/abs/2403.19221,501,#N/A,arXiv
Speech,518,Training Generative Adversarial Network-Based Vocoder with Limited Data Using Augmentation-Conditional Discriminator,https://arxiv.org/abs/2403.16464,518,#N/A,arXiv
Speech,669,TrICy: Trigger-guided Data-to-text Generation with Intent aware Attention-Copy,https://arxiv.org/abs/2402.01714,669,#N/A,arXiv
Speech,483,Two Heads are Better than One: Nested PoE for Robust Defense Against Multi-Backdoors,https://arxiv.org/abs/2404.02356,483,#N/A,arXiv
Speech,474,UniAV: Unified Audio-Visual Perception for Multi-Task Video Localization,https://arxiv.org/abs/2404.03179,474,#N/A,arXiv
Speech,525,Unified Static and Dynamic Network: Efficient Temporal Filtering for Video Grounding,https://arxiv.org/abs/2403.14174,525,#N/A,arXiv
Speech,586,Unraveling Adversarial Examples against Speaker Identification -- Techniques for Attack Detection and Victim Model Classification,https://arxiv.org/abs/2402.19355,586,#N/A,arXiv
Speech,635,Unrestricted Global Phase Bias-Aware Single-channel Speech Enhancement with Conformer-based Metric GAN,https://arxiv.org/abs/2402.08252,635,#N/A,arXiv
Speech,699,VALL-T: Decoder-Only Generative Transducer for Robust and Decoding-Controllable Text-to-Speech,https://arxiv.org/abs/2401.14321,699,#N/A,arXiv
Speech,656,Vector Approximate Message Passing With Arbitrary I.I.D. Noise Priors,https://arxiv.org/abs/2402.04111,656,#N/A,arXiv
Speech,495,WavLLM: Towards Robust and Adaptive Speech Large Language Model,https://arxiv.org/abs/2404.00656,495,#N/A,arXiv
Speech,488,Weakly-supervised Audio Separation via Bi-modal Semantic Similarity,https://arxiv.org/abs/2404.01740,488,#N/A,arXiv
Speech,595,What Do Language Models Hear? Probing for Auditory Representations in Language Models,https://arxiv.org/abs/2402.16998,595,#N/A,arXiv
Speech,682,What Do Self-Supervised Speech and Speaker Models Learn? New Findings From a Cross Model Layer-Wise Analysis,https://arxiv.org/abs/2401.17632,682,#N/A,arXiv
Speech,486,Zero-Shot Multi-Lingual Speaker Verification in Clinical Trials,https://arxiv.org/abs/2404.01981,486,#N/A,arXiv
